1003001322	NA	O
1003002254	NA	O
1003004482	NA	O
1003004938	NA	O
1003006180	NA	O
1003006982	NA	O
1003007386	NA	O
1003010208	NA	O
1003013780	NA	O
1003015355	NA	O
1003015371	NA	O
1003015843	NA	O
1003016866	NA	O
1003017120	NA	O
1003017252	NA	O
1003017351	NA	O
1003019704	NA	O
1003030636	NA	O
1003034422	NA	O
1003035213	NA	O
1003035510	NA	O
1003035544	NA	O
1003036237	NA	O
1003036310	NA	O
1003036385	NA	O
1003037219	NA	O
1003038324	NA	O
1003041674	NA	O
1003042235	NA	O
1003042995	NA	O
1003047390	NA	O
1003047846	NA	O
1003048505	NA	O
1003049131	NA	O
1003051145	NA	O
1003051582	NA	O
1003051681	NA	O
1003052416	NA	O
1003053158	NA	O
1003053745	NA	O
1003057811	NA	O
1003057878	NA	O
1003058124	NA	O
1003058744	NA	O
1003062274	NA	O
1003063355	NA	O
1003063520	NA	O
1003063801	NA	O
1003064106	NA	O
1003065665	NA	O
1003069410	NA	O
1003069832	NA	O
1003070871	NA	O
1003072323	NA	O
1003073057	NA	O
1003075474	NA	O
1003075797	NA	O
1003077447	NA	O
1003079187	NA	O
1003082553	NA	O
1003082801	NA	O
1003083551	NA	O
1003084021	NA	O
1003084344	NA	O
1003086380	NA	O
1003088832	NA	O
1003090051	NA	O
1003092560	NA	O
1003092883	NA	O
1003094798	NA	O
1003094830	NA	O
1003096322	NA	O
1003096496	NA	O
1003098047	NA	O
1003098344	NA	O
1003103474	NA	O
1003104381	NA	O
1003110677	NA	O
1003110792	NA	O
1003112145	NA	O
1003112335	NA	O
1003113010	NA	O
1003114521	NA	O
1003116823	NA	O
1003118159	NA	O
1003118621	NA	O
1003118696	NA	O
1003119074	NA	O
1003119470	NA	O
1003125568	NA	O
1003126640	NA	O
1003127606	NA	O
1003128646	NA	O
1003130188	NA	O
1003131087	NA	O
1003131392	NA	O
1003135641	NA	O
1003138074	NA	O
1003138736	NA	O
1003139163	NA	O
1003139361	NA	O
1003144320	NA	O
1003144353	NA	O
1003144486	NA	O
1003145541	NA	O
1003146044	NA	O
1003147083	NA	O
1003147794	NA	O
1003168907	NA	O
1003173030	NA	O
1003174228	NA	O
1003174772	NA	O
1003175605	NA	O
1003180027	NA	O
1003180704	NA	O
1003181462	NA	O
1003183526	NA	O
1003186800	NA	O
1003187030	NA	O
1003191404	NA	O
1003195801	NA	O
1003196072	NA	O
1003196601	NA	O
1003199225	NA	O
1003800111	NA	O
1003800707	NA	O
1003800780	NA	O
1003800798	NA	O
1003801838	NA	O
1003802950	NA	O
1003803297	NA	O
1003804436	NA	O
1003805755	NA	O
1003806563	NA	O
1003806969	NA	O
1003807835	NA	O
1003807843	NA	O
1003808205	NA	O
1003810375	NA	O
1003810409	NA	O
1003810490	NA	O
1003810698	NA	O
1003812686	NA	O
1003812983	NA	O
1003813221	NA	O
1003813288	NA	O
1003813338	NA	O
1003814229	NA	O
1003814328	NA	O
1003815242	NA	O
1003815333	NA	O
1003815507	NA	O
1003816307	NA	O
1003818568	NA	O
1003819103	NA	O
1003819251	NA	O
1003819673	NA	O
1003820424	NA	O
1003820705	NA	O
1003821000	NA	O
1003821018	NA	O
1003821026	NA	O
1003821034	NA	O
1003821042	NA	O
1003821059	NA	O
1003821067	NA	O
1003821075	NA	O
1003821083	NA	O
1003821091	NA	O
1003821109	NA	O
1003821117	NA	O
1003821125	NA	O
1003821133	NA	O
1003821141	NA	O
1003821158	NA	O
1003821174	NA	O
1003821182	NA	O
1003821190	NA	O
1003821208	NA	O
1003821216	NA	O
1003821224	NA	O
1003821232	NA	O
1003821240	NA	O
1003821257	NA	O
1003821265	NA	O
1003821273	NA	O
1003821281	NA	O
1003821315	NA	O
1003821323	NA	O
1003821331	NA	O
1003821349	NA	O
1003821356	NA	O
1003821364	NA	O
1003821372	NA	O
1003821380	NA	O
1003821398	NA	O
1003821901	NA	O
1003821919	NA	O
1003821927	NA	O
1003821943	NA	O
1003821950	NA	O
1003821992	NA	O
1003822214	NA	O
1003822305	NA	O
1003822313	NA	O
1003822396	NA	O
1003822438	NA	O
1003822677	NA	O
1003823006	NA	O
1003823071	NA	O
1003823089	NA	O
1003823980	NA	O
1003823998	NA	O
1003824434	NA	O
1003825373	NA	O
1003827130	NA	O
1003827247	NA	O
1003827387	NA	O
1003827593	NA	O
1003827676	NA	O
1003829375	NA	O
1003829441	NA	O
1003830357	NA	O
1003830662	NA	O
1003830779	NA	O
1003831603	NA	O
1003831702	NA	O
1003832130	NA	O
1003833617	NA	O
1003836859	NA	O
1003837303	NA	O
1003837311	NA	O
1003837485	NA	O
1003838046	NA	O
1003838608	NA	O
1003838616	NA	O
1003838624	NA	O
1003838657	NA	O
1003838715	NA	O
1003838749	NA	O
1003838756	NA	O
1003838764	NA	O
1003838772	NA	O
1003838780	NA	O
1003838798	NA	O
1003838889	NA	O
1003839390	NA	O
1003839671	NA	O
1003840604	NA	O
1003840737	NA	O
1003840828	NA	O
1003840851	NA	O
1003840950	NA	O
1003841040	NA	O
1003841057	NA	O
1003841107	NA	O
1003841529	NA	O
1003842527	NA	O
1003842535	NA	O
1003842576	NA	O
1003842626	NA	O
1003842733	NA	O
1003842881	NA	O
1003843079	NA	O
1003843533	NA	O
1003845017	NA	O
1003845025	NA	O
1003845033	NA	O
1003845041	NA	O
1003845058	NA	O
1003845066	NA	O
1003845074	NA	O
1003845736	NA	O
1003845751	NA	O
1003846726	NA	O
1003847088	NA	O
1003847096	NA	O
1003847112	NA	O
1003847146	NA	O
1003847153	NA	O
1003847419	NA	O
1003847500	NA	O
1003847823	NA	O
1003848011	NA	O
1003848839	NA	O
1003848953	NA	O
1003848961	NA	O
1003848987	NA	O
1003848995	NA	O
1003849332	NA	O
1003849340	NA	O
1003849357	NA	O
1003849365	NA	O
1003849472	NA	O
1003849647	NA	O
1003849704	NA	O
1003849795	NA	O
1003850371	NA	O
1003850835	NA	O
1003850868	NA	O
1003851007	NA	O
1003851536	NA	O
1003851627	NA	O
1003851635	NA	O
1003851767	NA	O
1003851908	NA	O
1003851924	NA	O
1003851973	NA	O
1003851999	NA	O
1003852518	NA	O
1003852617	NA	O
1003852641	NA	O
1003852864	NA	O
1003852914	NA	O
1003852997	NA	O
1003853136	NA	O
1003853375	NA	O
1003853490	NA	O
1003855057	NA	O
1003855446	NA	O
1003855487	NA	O
1003855594	NA	O
1003855883	NA	O
1003855909	NA	O
1003856444	NA	O
1003856550	NA	O
1003856857	NA	O
1003856956	NA	O
1003857046	NA	O
1003857509	NA	O
1003857871	NA	O
1003857913	NA	O
1003857921	NA	O
1003858291	NA	O
1003858606	NA	O
1003858721	NA	O
1003858820	NA	O
1003859356	NA	O
1003859737	NA	O
1003859844	NA	O
1003859851	NA	O
1003860917	NA	O
1003861154	NA	O
1003861238	NA	O
1003861998	NA	O
1003862129	NA	O
1003862442	NA	O
1003863689	NA	O
1003864299	NA	O
1003867045	NA	O
1003867227	NA	O
1003868548	NA	O
1003868928	NA	O
1003869025	NA	O
1003870072	NA	O
1003870825	NA	O
1003871104	NA	O
1003875873	NA	O
1003876244	NA	O
1003878596	NA	O
1003879529	NA	O
1003883638	NA	O
1003883802	NA	O
1003883877	NA	O
1003884255	NA	O
1003886219	NA	O
1003887225	NA	O
1003887316	NA	O
1003887845	NA	O
1003888595	NA	O
1003888710	NA	O
1003889346	NA	O
1003889379	NA	O
1003890252	NA	O
1003890369	NA	O
1003891235	NA	O
1003893918	NA	O
1003894585	NA	O
1003895152	NA	O
1003896077	NA	O
1003896853	NA	O
1003897448	NA	O
1003898545	NA	O
1003899055	NA	O
1003899501	NA	O
1003899824	NA	O
1003904673	NA	O
1003905746	NA	O
1003905753	NA	O
1003906041	NA	O
1003906082	NA	O
1003906413	NA	O
1003907346	NA	O
1003907692	NA	O
1003908609	NA	O
1003909466	NA	O
1003909789	NA	O
1003909995	NA	O
1003910068	NA	O
1003910084	NA	O
1003910761	NA	O
1003910779	NA	O
1003910803	NA	O
1003910811	NA	O
1003910829	NA	O
1003910837	NA	O
1003910845	NA	O
1003910852	NA	O
1003910860	NA	O
1003910886	NA	O
1003910894	NA	O
1003910902	NA	O
1003910910	NA	O
1003910928	NA	O
1003910936	NA	O
1003910944	NA	O
1003910951	NA	O
1003910969	NA	O
1003910977	NA	O
1003910985	NA	O
1003910993	NA	O
1003911884	NA	O
1003912940	NA	O
1003912973	NA	O
1003913401	NA	O
1003913443	NA	O
1003913500	NA	O
1003913583	NA	O
1003913591	NA	O
1003913864	NA	O
1003914540	NA	O
1003914565	NA	O
1003914581	NA	O
1003914862	NA	O
1003915208	NA	O
1003915216	NA	O
1003915224	NA	O
1003915240	NA	O
1003915265	NA	O
1003915273	NA	O
1003915281	NA	O
1003915299	NA	O
1003915307	NA	O
1003915315	NA	O
1003915356	NA	O
1003915364	NA	O
1003915380	NA	O
1003915463	NA	O
1003915471	NA	O
1003916438	NA	O
1003916925	NA	O
1003917709	NA	O
1003917923	NA	O
1003919333	NA	O
1003919598	NA	O
1003919705	NA	O
1003919713	NA	O
1003919721	NA	O
1003919739	NA	O
1003919747	NA	O
1003919754	NA	O
1003919762	NA	O
1003919770	NA	O
1003919788	NA	O
1003919796	NA	O
1003919820	NA	O
1003919838	NA	O
1003919846	NA	O
1003919861	NA	O
1003920091	NA	O
1003920349	NA	O
1003920919	NA	O
1003921644	NA	O
1003921883	NA	O
1003923285	NA	O
1003924499	NA	O
1003924671	NA	O
1003925306	NA	O
1003925314	NA	O
1003925330	NA	O
1003925348	NA	O
1003925389	NA	O
1003925397	NA	O
1003925405	NA	O
1003925413	NA	O
1003925421	NA	O
1003925439	NA	O
1003925447	NA	O
1003925454	NA	O
1003925462	NA	O
1003925470	NA	O
1003925488	NA	O
1003925520	NA	O
1003925538	NA	O
1003925546	NA	O
1003925553	NA	O
1003926601	NA	O
1003926619	NA	O
1003926627	NA	O
1003926635	NA	O
1003926767	NA	O
1003926775	NA	O
1003926783	NA	O
1003926916	NA	O
1003927211	NA	O
1003928524	NA	O
1003928946	NA	O
1003931635	NA	O
1003934498	NA	O
1003935024	NA	O
1003935354	NA	O
1003938960	NA	O
1003939463	NA	O
1003941071	NA	O
1003941139	NA	O
1003941279	NA	O
1003941691	NA	O
1003942855	NA	O
1003942913	NA	O
1003944125	NA	O
1003945262	NA	O
1003947953	NA	O
1003949306	NA	O
1003950585	NA	O
1003953449	NA	O
1003958224	NA	O
1003958471	NA	O
1003959040	NA	O
1003960212	NA	O
1003961699	NA	O
1003965328	NA	O
1003965518	NA	O
1003966326	NA	O
1003967258	NA	O
1003971433	NA	O
1003974817	NA	O
1003974866	NA	O
1003976176	NA	O
1003976390	NA	O
1003976820	NA	O
1003976838	NA	O
1003976929	NA	O
1003978115	NA	O
1003979238	NA	O
1003979444	NA	O
1003979626	NA	O
1003979675	NA	O
1003982117	NA	O
1003982273	NA	O
1003982315	NA	O
1003983685	NA	O
1003985920	NA	O
1003986092	NA	O
1003986613	NA	O
1003987439	NA	O
1003987892	NA	O
1003988775	NA	O
1003988783	NA	O
1003989328	NA	O
1003989336	NA	O
1003989526	NA	O
1003989534	NA	O
1003989575	NA	O
1003989641	NA	O
1003989716	NA	O
1003990144	NA	O
1003991415	NA	O
1003992108	NA	O
1003993965	NA	O
1003994021	NA	O
1003994153	NA	O
1003995549	NA	O
1003997388	NA	O
1003997628	NA	O
1003997891	NA	O
1003998246	NA	O
1003998824	NA	O
1013000207	NA	O
1013000454	NA	O
1013000470	NA	O
1013000652	NA	O
1013001049	NA	O
1013002088	NA	O
1013003532	NA	O
1013005255	NA	O
1013006014	NA	O
1013006758	NA	O
1013006766	NA	O
1013007095	NA	O
1013007129	NA	O
1013008499	NA	O
1013009331	NA	O
1013009596	NA	O
1013009612	NA	O
1013010479	NA	O
1013010552	NA	O
1013010701	NA	O
1013010719	NA	O
1013010735	NA	O
1013010743	NA	O
1013010750	NA	O
1013010768	NA	O
1013010776	NA	O
1013010784	NA	O
1013010792	NA	O
1013010800	NA	O
1013010834	NA	O
1013010842	NA	O
1013010859	NA	O
1013010875	NA	O
1013010883	NA	O
1013011089	NA	O
1013011097	NA	O
1013011162	NA	O
1013011410	NA	O
1013011675	NA	O
1013011774	NA	O
1013011782	NA	O
1013011808	NA	O
1013011816	NA	O
1013011824	NA	O
1013011832	NA	O
1013011840	NA	O
1013011857	NA	O
1013011865	NA	O
1013011873	NA	O
1013011907	NA	O
1013011915	NA	O
1013011923	NA	O
1013011931	NA	O
1013011949	NA	O
1013011956	NA	O
1013011964	NA	O
1013011972	NA	O
1013011998	NA	O
1013012236	NA	O
1013012251	NA	O
1013012863	NA	O
1013013069	NA	O
1013014232	NA	O
1013014299	NA	O
1013014505	NA	O
1013014513	NA	O
1013014877	NA	O
1013014935	NA	O
1013015049	NA	O
1013015593	NA	O
1013015726	NA	O
1013015759	NA	O
1013016203	NA	O
1013016211	NA	O
1013016229	NA	O
1013016237	NA	O
1013016245	NA	O
1013016252	NA	O
1013016260	NA	O
1013016278	NA	O
1013016286	NA	O
1013016294	NA	O
1013016310	NA	O
1013016351	NA	O
1013016369	NA	O
1013016377	NA	O
1013016385	NA	O
1013016393	NA	O
1013016468	NA	O
1013016476	NA	O
1013016484	NA	O
1013017441	NA	O
1013017466	NA	O
1013017474	NA	O
1013018613	NA	O
1013018795	NA	O
1013018894	NA	O
1013022045	NA	O
1013022052	NA	O
1013024090	NA	O
1013024298	NA	O
1013025089	NA	O
1013025105	NA	O
1013025279	NA	O
1013025360	NA	O
1013025402	NA	O
1013025485	NA	O
1013025493	NA	O
1013025642	NA	O
1013025717	NA	O
1013026301	NA	O
1013026319	NA	O
1013026327	NA	O
1013026335	NA	O
1013026343	NA	O
1013026350	NA	O
1013026392	NA	O
1013026400	NA	O
1013026426	NA	O
1013026434	NA	O
1013026442	NA	O
1013026459	NA	O
1013026467	NA	O
1013026483	NA	O
1013026491	NA	O
1013026509	NA	O
1013026533	NA	O
1013026541	NA	O
1013026558	NA	O
1013026566	NA	O
1013026574	NA	O
1013026582	NA	O
1013026590	NA	O
1013026640	NA	O
1013026848	NA	O
1013026939	NA	O
1013027614	NA	O
1013027622	NA	O
1013027630	NA	O
1013027648	NA	O
1013027770	NA	O
1013027788	NA	O
1013028109	NA	O
1013028117	NA	O
1013028158	NA	O
1013029669	NA	O
1013029800	NA	O
1013029958	NA	O
1013029966	NA	O
1013031673	NA	O
1013033356	NA	O
